#  Angle     X        Y        Z
  36.153  276.000  206.000   71.000
  33.466   89.000  241.000  174.000
  32.543   86.000  245.000   80.000
  34.949   53.000   13.000   90.000
  34.611  212.000  264.000  195.000
  31.742   66.000  288.000  121.000
  34.105  258.000   94.000  211.000
  34.044  178.000   78.000   74.000
  33.760  111.000   15.000  277.000
  36.552  250.000  247.000  100.000
  35.512  282.000  279.000   51.000
  42.285  117.000  169.000   85.000
  33.675   74.000  124.000  139.000
  33.226  205.000   73.000  178.000
  31.431  131.000  270.000  183.000
  34.570  120.000  242.000  214.000
  34.659  274.000  259.000   82.000
  34.104  230.000  199.000  204.000
  33.911  204.000  234.000  207.000
  41.048   14.000  233.000  172.000
  31.071   10.000  227.000  225.000
  33.754  283.000   33.000   11.000
  33.429   14.000  218.000  203.000
  30.830  244.000  271.000  191.000
  31.466  126.000  159.000  240.000
  33.400  194.000   79.000  126.000
  37.540   53.000  200.000  266.000
  33.622  116.000   70.000   44.000
  32.848  283.000  176.000  268.000
  36.453  273.000   63.000  258.000
  29.514   39.000   85.000  230.000
  33.942  287.000  181.000   39.000
  34.351  242.000  157.000  192.000
  35.722  217.000  194.000  107.000
  34.036   31.000  134.000   80.000
  30.422   65.000  224.000   48.000
  32.812   83.000  249.000  159.000
  30.101  231.000  274.000  116.000
  35.368  223.000   54.000  202.000
  36.247   38.000  129.000   70.000
  42.629   95.000  227.000   79.000
  29.473  198.000  189.000  211.000
  32.907  252.000  185.000  214.000
  29.872  215.000   34.000   27.000
  33.808  159.000   26.000  134.000
  33.004  123.000  267.000   76.000
  32.480  276.000   91.000   20.000
  32.185  118.000  239.000   20.000
  32.458   13.000  168.000  144.000
  33.069  171.000  170.000  181.000
  33.505  259.000   96.000  151.000
  37.598   35.000   89.000   49.000
  32.565  282.000  156.000  131.000
  32.306  158.000  241.000   86.000
  31.759  225.000  232.000  255.000
  32.287  109.000  154.000   44.000
  34.100  225.000  231.000  149.000
  33.440  188.000   29.000   33.000
  32.347   84.000   45.000  149.000
  38.330  268.000  151.000   15.000
  32.980   18.000  206.000   81.000
  33.158  124.000  242.000  221.000
  33.062  189.000  195.000   11.000
  37.232   11.000  241.000  258.000
  33.977  177.000  228.000   75.000
  35.288  227.000  173.000  144.000
  31.263  171.000   87.000  132.000
  31.079   52.000   62.000  158.000
  33.690  268.000  180.000   85.000
  33.388  120.000  223.000   23.000
  33.440   89.000  181.000   79.000
  33.541  230.000  227.000   18.000
  34.094   29.000  224.000  254.000
  34.152   58.000   41.000  216.000
  33.477  235.000  124.000   68.000
  35.436  106.000  150.000  278.000
  33.702  230.000   53.000  209.000
  35.383  161.000   65.000  132.000
  29.722  170.000  236.000   69.000
  32.434  135.000   65.000  138.000
  32.894   17.000  221.000  252.000
  32.801  145.000  124.000  189.000
  32.013  181.000  271.000  154.000
  32.942  262.000  284.000  283.000
  41.612   61.000  104.000  151.000
  32.655   34.000   87.000   48.000
  30.049  235.000  193.000  202.000
  33.123   27.000  255.000  153.000
  33.323   49.000   21.000   85.000
  35.353  156.000   45.000  275.000
  35.443  270.000  113.000  167.000
  37.478  272.000  178.000  128.000
  33.879  105.000  127.000  269.000
  33.538   73.000  174.000    9.000
  32.810  274.000   40.000  107.000
  33.795   31.000   11.000   47.000
  34.724  161.000   16.000   69.000
  34.169  230.000   21.000   82.000
  33.136   80.000  122.000  204.000
  33.823   16.000   30.000   24.000
  33.774  274.000  135.000   99.000
  30.028  230.000   77.000  101.000
  29.092  173.000   55.000  246.000
  34.087   14.000  165.000   33.000
  34.454  166.000  225.000   79.000
  33.965  220.000  121.000  202.000
  34.683   28.000  145.000  242.000
  32.759   26.000  221.000   89.000
  35.657  207.000  180.000   49.000
  30.054  284.000   30.000  101.000
  35.546  274.000   41.000  109.000
  33.368   51.000  206.000  266.000
  30.595  189.000  121.000   75.000
  32.847   34.000   39.000  229.000
  32.216  121.000  218.000   29.000
  35.793  274.000  258.000  175.000
  36.419  170.000  206.000  197.000
  33.721  279.000   30.000   68.000
  33.932  274.000   90.000   19.000
  34.074   96.000  122.000  148.000
  34.011  288.000  287.000   66.000
  30.387  149.000   38.000   15.000
  34.013  176.000  198.000  131.000
  32.775  226.000   11.000   27.000
  38.179  170.000  190.000  195.000
  33.880  276.000  194.000  119.000
  32.629   18.000  209.000   86.000
  36.035   55.000  229.000   77.000
  32.839   24.000   59.000   66.000
  32.930  150.000  129.000  216.000
  33.204  208.000   24.000  109.000
  32.606  107.000  231.000  244.000
  29.694   68.000  272.000  250.000
  30.119   47.000   56.000  193.000
  37.349   17.000  129.000  138.000
  32.679  271.000   70.000   22.000
  31.581  179.000  173.000  159.000
  30.016  211.000  112.000   72.000
  32.543   48.000   12.000  107.000
  29.971  285.000  181.000  182.000
  34.350  184.000  116.000  281.000
  35.740  208.000   95.000   81.000
  32.667  287.000  222.000   87.000
  38.470  213.000   61.000   35.000
  33.082   37.000  264.000  276.000
  34.548   83.000  147.000   10.000
  32.453   53.000   55.000  159.000
  35.208  104.000   67.000  208.000
  37.032   60.000  218.000   72.000
  31.957  277.000  106.000  263.000
  32.151  202.000  284.000  178.000
  36.841  204.000   31.000  217.000
  33.856  205.000   21.000  219.000
  37.613  201.000   16.000  170.000
  29.620   16.000  130.000  137.000
  33.095  240.000   59.000  192.000
  38.093   14.000   17.000  142.000
  40.563  176.000  208.000   86.000
  29.403   78.000  197.000  209.000
  30.461  132.000  122.000  159.000
  34.458  127.000  265.000   83.000
  29.195  179.000   34.000  291.000
  32.274  135.000   77.000  192.000
  33.121   17.000  208.000  172.000
  35.411  233.000  193.000  186.000
  30.048  226.000  205.000   26.000
  37.566  163.000  189.000  140.000
  32.585  275.000  255.000  105.000
  32.581  197.000   90.000  189.000
  33.345  173.000   43.000  122.000
  32.003  126.000   71.000   43.000
  27.478  232.000  191.000  187.000
  33.141  122.000  232.000  259.000
  36.979  243.000   42.000  242.000
  32.796   92.000  125.000   41.000
  29.556  167.000   77.000   57.000
  35.642  194.000   76.000   53.000
  38.754  178.000   79.000   54.000
  32.119  188.000   44.000   28.000
  33.640  127.000   27.000   47.000
  35.961  146.000   39.000   10.000
  31.491   53.000   28.000  161.000
  32.971  256.000  105.000  149.000
  32.866  257.000  213.000  252.000
  34.337   98.000   36.000  244.000
  36.662  160.000   79.000  239.000
  39.233   45.000  187.000  266.000
  41.237   64.000  218.000   48.000
  34.012   27.000  106.000  205.000
  32.703   41.000   73.000   28.000
  31.485  196.000  186.000  205.000
  34.118  262.000   93.000   82.000
  37.746  187.000   19.000  258.000
  33.761  190.000  271.000  155.000
  33.290   54.000  155.000  133.000
  33.804   39.000  262.000  276.000
  39.466  235.000   46.000   93.000
  34.209  151.000  131.000  194.000
  35.046   35.000  245.000  215.000
  34.315  234.000  235.000   44.000
  34.403  251.000   21.000  283.000
  34.219   40.000  127.000  104.000
  34.159  141.000   34.000  216.000
  31.384   76.000  136.000   87.000
  33.297   27.000  107.000  207.000
  31.162   60.000  233.000   77.000
  31.774  206.000   64.000  208.000
  29.914  224.000  187.000  100.000
  33.270  120.000   56.000  222.000
  27.974  137.000  286.000  187.000
  33.457  134.000  206.000   58.000
  33.050  120.000   65.000   45.000
  30.619  174.000  197.000  221.000
  32.164  211.000   62.000   56.000
  38.545  152.000   61.000  117.000
  30.409   55.000   15.000   93.000
  36.321  184.000  185.000  116.000
  35.358  174.000  251.000   66.000
  31.567  240.000   45.000  204.000
  31.776   59.000  171.000  271.000
  32.584  252.000  228.000  252.000
  34.935  179.000  271.000  152.000
  28.299  161.000  174.000  170.000
  33.625  170.000  176.000  180.000
  37.173  291.000   23.000   22.000
  32.720  211.000   26.000  109.000
  33.416   66.000  105.000  146.000
  29.454  160.000  153.000  175.000
  30.768  291.000  124.000  209.000
  33.423  124.000  173.000  229.000
  31.026  275.000  251.000   50.000
  33.956   59.000   75.000  251.000
  34.530   59.000   48.000  201.000
  35.263  197.000  259.000  278.000
  38.646  262.000  102.000  275.000
  30.042  219.000  119.000   38.000
  31.584  204.000  262.000  183.000
  32.608  237.000   38.000  153.000
  32.770  274.000  246.000   47.000
  34.460   17.000   52.000   71.000
  32.659  207.000  166.000  221.000
  29.618  196.000  114.000  276.000
  31.737  219.000  115.000   47.000
  32.542  209.000  270.000  187.000
  34.963   43.000  182.000  253.000
  33.039  123.000  267.000   78.000
  30.707  277.000  228.000  127.000
  31.199  216.000   85.000  107.000
  32.143   51.000  112.000   90.000
  32.688  188.000   11.000   36.000
  29.512  228.000   87.000  101.000
  29.738  218.000  286.000  263.000
  29.158   37.000   25.000  124.000
  33.883  126.000  221.000   12.000
  28.150  217.000  276.000   40.000
  31.692  126.000  264.000   77.000
  33.016  138.000  123.000   85.000
  30.847  191.000   36.000   26.000
  31.026   84.000  254.000  166.000
  31.007  134.000  221.000    9.000
  28.769  159.000  211.000   94.000
  31.434   37.000   48.000  281.000
  32.776   69.000  274.000   90.000
  30.923  278.000  174.000  274.000
  32.304  275.000  172.000   60.000
  31.739  208.000   51.000  212.000
  33.695  224.000  222.000   51.000
  30.768  230.000  143.000  164.000
  34.071  267.000   90.000  140.000
  34.076   34.000  166.000  202.000
  29.879   10.000   43.000  218.000
  37.356   60.000   52.000   44.000
  31.349  211.000  216.000  180.000
  33.175   41.000  221.000  126.000
  31.046   72.000   29.000   91.000
  33.605  151.000  221.000  240.000
  33.406  277.000  253.000   68.000
  33.185  156.000  253.000  171.000
  34.292   41.000  213.000  133.000
  29.232   99.000  241.000   95.000
  30.278   42.000  214.000  131.000
  34.361  237.000  142.000  240.000
  31.478  142.000  161.000  243.000
  34.703  258.000  107.000   11.000
  32.452  269.000  218.000  177.000
  33.922  218.000   85.000  160.000
  31.698  265.000  209.000  259.000
  30.755   73.000  243.000  171.000
  33.518   14.000  225.000  249.000
  34.009  274.000  171.000  291.000
  32.441  169.000  249.000  150.000
  39.980  149.000  171.000  242.000
  32.540   47.000  194.000   42.000
  35.659  232.000  226.000  115.000
  32.293   78.000  120.000  144.000
  33.421  117.000   76.000   36.000
  32.965  239.000  206.000  237.000
  32.762  108.000  154.000  277.000
  32.388  279.000   17.000   93.000
  31.214   54.000   55.000   56.000
  30.915  287.000  224.000   90.000
  31.313  101.000  203.000  162.000
  31.114  172.000   62.000   57.000
  29.352  152.000   16.000  123.000
  31.125  203.000  261.000  182.000
  31.916  257.000   90.000  142.000
  32.472  274.000  135.000   99.000
  31.986  278.000   78.000   33.000
  31.114  276.000  164.000   52.000
  32.823  150.000   84.000  215.000
  33.979  193.000  186.000  208.000
  35.591  230.000   98.000  266.000
  33.499  273.000  122.000  101.000
  32.053  288.000  169.000  196.000
  32.426  268.000  127.000   44.000
  30.357   65.000  205.000   79.000
  29.539  117.000  204.000   52.000
  31.019  192.000  253.000   32.000
  33.516   16.000  194.000  142.000
  34.705  215.000   39.000  213.000
  33.453  187.000  165.000  286.000
  29.422  131.000  221.000  224.000
  36.334   51.000  109.000   94.000
  31.286  215.000  124.000   30.000
  32.121   54.000   60.000  158.000
  30.834  267.000   88.000  148.000
  31.995  130.000  224.000  208.000
  33.401  163.000  261.000  199.000
  31.199  116.000   37.000   64.000
  30.778   18.000   60.000  176.000
  32.078  124.000  247.000  272.000
  32.253  146.000  120.000  147.000
  32.074  224.000  233.000  249.000
  33.044   92.000  277.000  224.000
  32.766  166.000  169.000  291.000
  33.782  139.000  113.000  105.000
  32.658   10.000  135.000  170.000
  35.390  214.000   71.000  197.000
  30.479  262.000  101.000  136.000
  32.515  254.000   48.000  206.000
  32.849  155.000  218.000  150.000
  32.547  265.000   96.000  285.000
  32.480  179.000  271.000   34.000
  35.037  271.000  135.000  233.000
  30.704  124.000  124.000  277.000
  29.888  271.000  130.000  238.000
  31.514  156.000  122.000   10.000
  37.253  272.000   72.000  246.000
  33.152  212.000  162.000  233.000
  36.016   30.000  277.000  183.000
  34.792  279.000   75.000   51.000
  32.457  140.000   14.000  251.000
  40.121  211.000  185.000  270.000
  33.693  177.000   98.000   34.000
  33.949  149.000  206.000  131.000
  32.701  202.000   18.000   38.000
  30.709  211.000  221.000   86.000
  31.852  116.000  248.000  108.000
  29.994   56.000   15.000  141.000
  33.637  281.000  167.000  225.000
  34.168  212.000  104.000   68.000
  34.190   84.000   53.000  188.000
  33.933   25.000  114.000  189.000
  31.727  200.000  256.000  276.000
  36.182  140.000  108.000  291.000
  29.151  263.000  172.000  281.000
  34.310  130.000  263.000   94.000
  34.305  217.000   40.000  213.000
  33.092   74.000  160.000   26.000
  32.841  257.000  281.000  185.000
  29.616  148.000   43.000   17.000
  33.601  287.000  169.000  190.000
  31.965   86.000  160.000  265.000
  32.292  217.000   38.000  116.000
  33.225   60.000   86.000   66.000
  29.876   58.000  212.000   48.000
  33.763  258.000  111.000  145.000
  34.370  221.000   58.000  216.000
  28.956  159.000  116.000   64.000
  32.802   65.000  130.000  219.000
  28.649  177.000  250.000  157.000
  33.361   24.000   12.000   49.000
  37.324   22.000   76.000  206.000
  33.351  276.000  246.000   90.000
  30.768  163.000  215.000  251.000
  34.732   71.000  136.000  150.000
  30.571   38.000  191.000   10.000
  36.397  155.000  246.000  271.000
  33.477  205.000   28.000  263.000
  30.510  183.000   69.000   81.000
  31.427  195.000  221.000   51.000
  28.739  281.000   42.000  119.000
  38.442   85.000  187.000  285.000
  31.010   94.000  119.000   81.000
  28.783   12.000   27.000   26.000
  30.987   13.000  189.000  161.000
  32.894  259.000  229.000   59.000
  33.929  240.000  134.000  155.000
  32.484  209.000   42.000   28.000
  32.469   17.000  114.000   51.000
  37.192  156.000  248.000  169.000
  31.768  181.000  271.000   30.000
  33.363  203.000  102.000   37.000
  29.559  131.000   79.000  253.000
  31.832  187.000  251.000   23.000
  33.053   77.000   90.000  282.000
  30.819  148.000  129.000  191.000
  34.512  189.000  249.000  131.000
  37.903  208.000   81.000  201.000
  32.678   71.000  246.000  167.000
  32.128  271.000  108.000  259.000
  32.421  217.000  207.000  228.000
  34.954  177.000   80.000  159.000
  31.530   20.000  213.000  104.000
  33.378  141.000   20.000  246.000
  31.285   92.000   69.000   60.000
  32.603   75.000  142.000  169.000
  30.705  200.000  131.000  257.000
  33.876  230.000  242.000  225.000
  46.505  202.000  122.000   40.000
  31.488   29.000  268.000   43.000
  37.102  236.000   11.000  286.000
  32.302  207.000  107.000   52.000
  31.760  252.000  226.000  215.000
  30.331   88.000  128.000   50.000
  32.303  113.000   37.000   60.000
  30.510  173.000   64.000  267.000
  32.800  135.000   50.000  154.000
  35.773  225.000  220.000  125.000
  32.193   93.000    9.000  273.000
  31.625  289.000  126.000  151.000
  33.486  150.000  163.000  121.000
  30.681  201.000  211.000   69.000
  32.338   34.000   49.000   68.000
  34.602  212.000   63.000  161.000
  29.960  238.000  274.000  283.000
  32.581  288.000  283.000  193.000
  31.887  164.000   58.000  269.000
  29.624   65.000  122.000  103.000
  37.757   93.000  195.000  177.000
  32.490  256.000   83.000  119.000
  35.799  164.000  220.000   72.000
  30.542  205.000   94.000  218.000
  30.684  178.000  241.000  281.000
  34.153  240.000   42.000  279.000
  30.251  131.000  172.000   28.000
  31.857   35.000  288.000  177.000
  30.164  242.000  270.000  191.000
  34.938   66.000   66.000  275.000
  33.459  149.000  230.000   60.000
  34.464  267.000  192.000  186.000
  33.465  224.000  108.000   20.000
  31.280   63.000   68.000  257.000
  33.162   38.000  237.000  240.000
  31.828  169.000  133.000  135.000
  33.859  164.000  234.000  170.000
  33.446  149.000  268.000  257.000
  31.632  110.000  232.000  199.000
  32.566  271.000  173.000  238.000
  33.001  237.000  223.000  133.000
  36.338  265.000   73.000   53.000
  33.090  220.000   89.000  127.000
  32.090   35.000   70.000   46.000
  32.683   23.000  289.000   27.000
  34.732  111.000   79.000  134.000
  31.464  131.000  245.000  113.000
  28.817  271.000  191.000  190.000
  29.073  118.000   61.000   51.000
  38.913  101.000  121.000  207.000
  30.500    9.000   24.000   30.000
  33.535   55.000   42.000  126.000
  34.590  161.000  234.000  147.000
  32.939  122.000   89.000  191.000
  32.491  286.000  212.000   98.000
  33.473   64.000   64.000  262.000
  31.590  168.000  164.000  277.000
  30.934  114.000   67.000   31.000
  32.611   51.000   34.000  152.000
  34.540  238.000  154.000  219.000
  32.513  280.000   60.000   35.000
  30.477  119.000  205.000  241.000
  31.229   72.000   96.000   43.000
  30.798  279.000   71.000   83.000
  36.159  166.000   20.000  250.000
  32.477  119.000  245.000  108.000
  33.500  219.000   58.000   52.000
  34.570  253.000  128.000  269.000
  30.017  269.000  164.000  240.000
  30.530   93.000  282.000   52.000
  32.621  196.000  191.000  212.000
  35.128  163.000  178.000  142.000
  33.445  133.000  282.000  163.000
  31.352  146.000  120.000   78.000
  32.375  255.000   99.000  208.000
  29.234  187.000  235.000   56.000
  31.156  175.000   67.000  155.000
  33.192  220.000   84.000  142.000
  31.606  160.000  272.000  121.000
  31.435   48.000   32.000  123.000
  33.698  198.000  176.000  272.000
  29.853  161.000  106.000   66.000
  30.807  279.000  168.000  287.000
  32.757   47.000   21.000  156.000
  29.203  114.000   13.000   35.000
  31.229   64.000  229.000   54.000
  31.861  276.000  183.000  130.000
  35.410  259.000  181.000  132.000
  33.178  126.000  267.000   87.000
  32.523  237.000  128.000  160.000
  32.463  157.000  209.000  286.000
  30.949  241.000  190.000  232.000
  31.144  100.000  234.000  236.000
  30.084  261.000   64.000  255.000
  32.389   87.000  112.000   69.000
  30.458  191.000  146.000  205.000
  36.271  103.000   37.000  223.000
  33.369  225.000  231.000   53.000
  27.849   88.000  211.000  194.000
  30.676  261.000  105.000   12.000
  38.395   75.000  169.000   16.000
  31.217  188.000   29.000   35.000
  31.858   52.000   64.000  165.000
  35.078  195.000  189.000  216.000
  31.681  151.000   87.000  205.000
  34.430   85.000  226.000  203.000
  28.031  228.000  239.000   73.000
  33.614  135.000   81.000  195.000
  32.596   23.000  108.000  200.000
  30.461   98.000  278.000  174.000
  37.507   89.000   76.000   56.000
  32.237  239.000  198.000  235.000
  31.530  184.000  237.000  273.000
  34.205   42.000   90.000   57.000
  36.222  268.000   67.000   21.000
  30.753  117.000  211.000  231.000
  27.658  275.000  119.000   93.000
  32.181  128.000  280.000  120.000
  32.825   42.000   88.000  159.000
  31.914  140.000   33.000  275.000
  29.270   75.000  107.000  129.000
  29.197   66.000  219.000   64.000
  32.858  231.000  100.000  262.000
  29.489   21.000  179.000  276.000
  32.803  167.000  182.000   29.000
  31.947   14.000   53.000  138.000
  30.979  116.000  244.000   25.000
  39.199  264.000   94.000  281.000
  33.129  197.000   92.000   10.000
  39.594  190.000   52.000   21.000
  33.053   56.000   80.000   69.000
  32.654  231.000   20.000  234.000
  34.786  269.000  218.000  177.000
  35.547   77.000  196.000  210.000
  37.563  155.000  132.000  290.000
  32.330  155.000   57.000   21.000
  33.198  181.000  246.000  163.000
  31.683  110.000  125.000   34.000
  31.840  249.000  176.000  238.000
  33.820  177.000  154.000  187.000
  30.998  182.000  195.000  136.000
  37.580  222.000  158.000  205.000
  34.060  109.000   60.000  287.000
  29.927  140.000  234.000   38.000
  35.600  232.000   92.000  135.000
  32.527  110.000  164.000   99.000
  32.020  100.000  235.000  233.000
  28.251  266.000  176.000  129.000
  33.318  150.000  109.000   87.000
  32.734   88.000  146.000   25.000
  35.014  121.000  186.000  283.000
  31.981  286.000  211.000   91.000
  33.359  291.000   88.000  131.000
  30.055  251.000   81.000   73.000
  31.208  172.000  243.000  153.000
  32.683   68.000  210.000   57.000
  31.822   77.000   90.000  283.000
  34.647  217.000  250.000   54.000
  32.037   48.000   90.000   70.000
  37.046  276.000  129.000  101.000
  30.811   27.000  206.000  141.000
  31.849  277.000   83.000  139.000
  34.108  280.000  153.000  142.000
  35.043   30.000  160.000  248.000
  33.161  209.000   87.000  235.000
  32.813  269.000  196.000  154.000
  33.027  226.000   11.000   26.000
  31.503  218.000   41.000  124.000
  30.799   93.000   44.000  160.000
  32.869  248.000  137.000  276.000
  33.685  270.000  169.000  271.000
  36.404  279.000   32.000   71.000
  35.410  274.000  136.000  100.000
  28.510  107.000    9.000   52.000
  35.742   98.000  171.000   78.000
  31.746  114.000  201.000  250.000
  32.153  127.000  260.000   90.000
  32.885  226.000  214.000   19.000
  36.151   70.000  250.000   77.000
  33.544   34.000  239.000  222.000
  29.309  245.000   41.000  284.000
  36.031  154.000  168.000  127.000
  32.764  205.000  226.000   86.000
  37.974  176.000  286.000   63.000
  31.829  141.000   11.000  216.000
  33.680  150.000  119.000  152.000
  32.755  257.000   95.000  223.000
  31.846  167.000   58.000  154.000
  29.491  159.000   85.000  190.000
  38.323  242.000  174.000  236.000
  33.351  281.000  204.000  190.000
  32.493  281.000  257.000   59.000
  34.914  233.000   96.000  267.000
  35.898  151.000  162.000  119.000
  34.111  112.000  242.000  212.000
  31.022  202.000  251.000   22.000
  30.564  108.000  156.000  282.000
  33.505  268.000   79.000   13.000
  32.257  175.000  137.000  144.000
  28.169  252.000   20.000   51.000
  29.510  184.000  258.000   50.000
  34.039  119.000  232.000   23.000
  31.745  188.000   77.000  269.000
  32.388  280.000  171.000  265.000
  32.986   33.000   97.000   17.000
  31.809   64.000  219.000   64.000
  32.767  271.000  169.000  269.000
  31.043  219.000   23.000  222.000
  36.090  220.000  134.000   59.000
  33.527   69.000  117.000  257.000
  32.178  257.000   68.000  115.000
  36.105   21.000  225.000   66.000
  31.853  137.000  171.000   29.000
  34.758   91.000   14.000  272.000
  32.780  237.000  123.000   10.000
  34.524  169.000  133.000  138.000
  32.730  281.000  249.000   32.000
  29.026  109.000   90.000  123.000
  32.627  102.000  133.000   85.000
  29.163  172.000  204.000  252.000
  31.756  230.000   20.000   21.000
  29.238  240.000  160.000  188.000
  29.200  286.000  177.000  190.000
  33.152  268.000  167.000  146.000
  31.796   29.000   32.000  276.000
  32.135  281.000  192.000   34.000
  31.785  154.000  127.000  118.000
  35.034   43.000   95.000    9.000
  35.531  185.000   70.000  280.000
  31.228  203.000  241.000  104.000
  27.167  249.000   54.000  137.000
  33.759  275.000  244.000   53.000
  29.557  145.000  121.000  150.000
  33.363   46.000   93.000   72.000
  30.014   12.000  241.000  254.000
  31.993  198.000   50.000   14.000
  28.279  290.000   82.000  139.000
  31.991   62.000  288.000  173.000
  31.757  154.000   25.000  128.000
  35.500   41.000   19.000  138.000
  32.015  139.000  284.000  215.000
  34.638  170.000   80.000  277.000
  28.562   55.000   19.000  160.000
  33.121  222.000  183.000   12.000
  31.097   64.000  227.000   49.000
  32.797  182.000   76.000  256.000
  29.660   47.000   56.000  169.000
  30.410   51.000   33.000  214.000
  33.319  194.000   12.000  249.000
  30.659  117.000  214.000  239.000
  31.689  205.000   18.000   38.000
  32.118  267.000   49.000  173.000
  39.815   33.000   26.000   51.000
  35.820   38.000   55.000  286.000
  35.487  254.000   28.000  269.000
  31.865  270.000  221.000  200.000
  33.340  269.000  205.000   24.000
  29.905  190.000   69.000   10.000
  34.611  268.000  279.000  108.000
  27.361  256.000   97.000  207.000
  31.872  278.000  241.000  149.000
  31.230  272.000   67.000   58.000
  34.511   70.000   30.000   91.000
  33.284   38.000  189.000  175.000
  28.381  276.000  165.000   63.000
  32.347  160.000  208.000  285.000
  32.681  220.000   69.000  202.000
  30.662  220.000   93.000  109.000
  31.539  156.000  253.000  173.000
  35.612  196.000   81.000   10.000
  34.549  265.000  105.000  280.000
  31.170  178.000  197.000  123.000
  45.480   46.000  100.000  167.000
  33.072  238.000  230.000  224.000
  29.515  218.000   40.000  117.000
  33.693  210.000  102.000   60.000
  32.794  186.000  227.000  268.000
  32.987   75.000   53.000  280.000
  33.157   41.000   61.000   15.000
  32.468  236.000  107.000  170.000
  37.979   61.000  210.000   74.000
  33.028  122.000   16.000  239.000
  35.832  244.000  271.000  192.000
  31.262  276.000  242.000   90.000
  29.156  107.000  158.000  132.000
  33.981   57.000  291.000  104.000
  32.079   80.000   52.000   23.000
  33.049  177.000  231.000  163.000
  39.735   74.000   61.000   50.000
  31.379   81.000  206.000  189.000
  35.905   41.000   15.000  114.000
  34.711  137.000   53.000  215.000
  30.237  265.000   59.000  252.000
  31.621  286.000  166.000  201.000
  33.780  168.000   38.000  269.000
  32.967  136.000  275.000   52.000
  30.382  284.000  230.000   59.000
  39.198  223.000  111.000   23.000
  33.098   92.000   37.000   26.000
  31.924  101.000  239.000  224.000
  34.488  207.000  119.000   61.000
  39.176  255.000   21.000   58.000
  31.933  265.000  161.000  129.000
  27.536   90.000   67.000   55.000
  33.337   91.000  199.000   68.000
  34.087  231.000   37.000  148.000
  33.850   85.000  260.000  262.000
  30.161  116.000  240.000   82.000
  34.778   62.000  207.000   75.000
  34.656  190.000  127.000  163.000
  31.339  178.000  236.000  279.000
  33.215  154.000   56.000   23.000
  31.662   17.000  211.000  174.000
  31.801  266.000  269.000  178.000
  31.639  238.000  135.000  285.000
  33.575   41.000  233.000   85.000
  26.806  257.000  252.000  101.000
  23.662   64.000  201.000   76.000
  32.105  184.000  177.000  208.000
  39.702  186.000   18.000   24.000
  34.022  125.000  243.000  102.000
  32.908  161.000   19.000   79.000
  32.020  260.000  190.000  197.000
  37.131  246.000  142.000  245.000
  33.617  187.000  195.000  179.000
  39.966  255.000   34.000   40.000
  34.699  232.000  272.000   67.000
  32.294   57.000  233.000   43.000
  34.386  121.000  242.000  216.000
  34.358   13.000  225.000  198.000
  30.159  227.000   56.000   62.000
  34.867  157.000  149.000   97.000
  34.702  177.000  179.000  158.000
  31.429   46.000  217.000  130.000
  34.475  234.000  150.000  172.000
  34.845  174.000  182.000   73.000
  32.404  285.000  227.000   61.000
  34.340  235.000   57.000   70.000
  36.941  123.000   62.000   44.000
  34.700  267.000  182.000  109.000
  31.506  276.000  245.000  103.000
  33.803  271.000  113.000  178.000
  35.079  128.000  114.000   76.000
  32.499  240.000  124.000  233.000
  34.065  166.000  145.000  131.000
  34.599   34.000   37.000   63.000
  27.784  213.000   83.000  205.000
  37.902   17.000  257.000  251.000
  39.578   42.000   76.000   22.000
  35.316  170.000  140.000  132.000
  32.861  155.000  283.000   59.000
  33.258  277.000  113.000  217.000
  31.301  110.000   74.000   45.000
  33.987  233.000  182.000  232.000
  33.037   75.000  100.000  134.000
  32.721  212.000  246.000   63.000
  34.661   44.000  232.000  264.000
  34.780   55.000  215.000  259.000
  35.258  173.000   43.000   38.000
  31.827  120.000   98.000   47.000
  34.323  186.000  229.000  186.000
  32.097  220.000  211.000  180.000
  40.162  275.000  164.000  129.000
  35.930  165.000  219.000  166.000
  34.010  160.000  156.000  174.000
  34.343  155.000   74.000  223.000
  33.316  225.000  213.000  271.000
  34.632   87.000   15.000   56.000
  31.024  154.000  121.000   63.000
  32.897  277.000   39.000  110.000
  31.284  226.000  203.000   28.000
  32.719  176.000  177.000  160.000
  33.581  166.000  173.000   37.000
  35.066  219.000   33.000   27.000
  34.244  272.000  178.000  128.000
  32.786  178.000  210.000  242.000
  35.754   54.000   21.000  158.000
  34.105   80.000   63.000   46.000
  32.771   53.000   30.000  156.000
  40.127  261.000   18.000  204.000
  34.233  168.000   38.000  272.000
  32.120  182.000  249.000  229.000
  33.417  217.000  162.000  224.000
  32.930  276.000  246.000   90.000
  36.072   42.000   30.000   98.000
  34.499  170.000  128.000  149.000
  31.189  140.000   45.000  215.000
  33.943  116.000   11.000   54.000
  31.679   40.000   20.000  221.000
  36.473  227.000   88.000   97.000
  34.370   80.000  119.000  211.000
  32.879  141.000  186.000   56.000
  32.128  274.000  261.000  178.000
  41.023  240.000  116.000  246.000
  33.669  262.000  285.000  247.000
  39.904  228.000   91.000  104.000
  30.196  168.000   90.000  130.000
  27.446  238.000  115.000  142.000
  32.892   12.000  126.000  130.000
  34.712   67.000   85.000  241.000
  32.075   32.000  222.000  255.000
  34.728  161.000  132.000   22.000
  34.783   74.000  174.000   20.000
